ad_group_id,campaign_id,date,keyword_id,_fivetran_synced,campaign_budget_amount,campaign_budget_currency_code,campaign_budget_type,clicks,cost,impressions,keyword_bid,search_term,targeting
421,2187,2022-08-23,1234,2022-10-14 11:40:37.51,2000,USD,DAILY_BUDGET,1,1.5,566,5,b wing parts,b wing parts
421,2187,2022-08-20,5678,2022-10-14 11:39:03.984,2000,USD,DAILY_BUDGET,1,0.35,323,5,y wing parts,y wing parts
421,2187,2022-08-20,1234,2022-10-14 11:39:03.984,2000,USD,DAILY_BUDGET,1,0.72,549,5,b wing parts,b wing parts
421,2187,2022-08-17,5678,2022-10-14 11:39:04.61,2000,USD,DAILY_BUDGET,1,1.52,407,5,y wing parts,y wing parts
421,2187,2022-08-18,1234,2022-10-14 11:39:04.61,2000,USD,DAILY_BUDGET,1,1.74,128,5,b wing parts,b wing parts
421,2187,2022-08-13,1234,2022-10-14 12:05:31.374,2000,USD,DAILY_BUDGET,2,7.33,367,5,b wing parts,b wing parts
421,2187,2022-08-24,1234,2022-10-14 11:40:37.528,2000,USD,DAILY_BUDGET,1,0.91,508,5,b wing parts,b wing parts
421,2187,2022-08-10,1234,2022-10-14 12:05:31.279,2000,USD,DAILY_BUDGET,1,1.22,566,5,b wing parts,b wing parts
421,2187,2022-08-24,5678,2022-10-14 11:40:37.528,2000,USD,DAILY_BUDGET,1,0.39,396,5,y wing parts,y wing parts
421,2187,2022-08-25,9101112,2022-10-14 11:40:37.528,2000,USD,DAILY_BUDGET,3,5.54,1818,6,x wing parts,x wing parts
