ticket_id,created_at,schedule_id,source_relation
123,2020-02-04 15:26:26,3600,zendesk.public
76900,2019-05-29 15:32:24,3600,zendesk.public
77569,2019-06-09 09:42:37,3600,zendesk.public
79336,2019-06-20 19:53:39,3600,zendesk.public
79616,2019-07-11 23:03:43,3600,zendesk.public
79972,2019-07-16 20:11:01,3600,zendesk.public
90640,2019-07-27 15:49:32,3600,zendesk.public
93969,2019-09-19 02:16:54,3600,zendesk.public
94490,2019-09-25 21:43:09,3600,zendesk.public
94490,2019-09-03 13:57:05,3600,zendesk.public
